AoA,M1.5_CA-ALPHA,M1.0_CA-ALPHA,M4.63_CA-ALPHA,M3.96_CA-ALPHA,M0.95_CA-ALPHA,M2.96_CA-ALPHA,M0.6_CA-ALPHA,M2.3_CA-ALPHA,M0.8_CA-ALPHA,M1.2_CA-ALPHA,M1.8_CA-ALPHA,M0.9_CA-ALPHA
19.400000000000002,0.43825170769963023,0.4200716265347873,0.28623679554437237,0.2915521070043979,0.30301683763293846,0.3220827266743876,0.2540817987395278,0.36889161690150674,0.2508122388543708,0.5258079797243537,0.44128422993243305,0.2690300701587329
19.5,0.4396131695422742,0.4188563300721632,0.28677887810807423,0.29231587301953044,0.30213038526060765,0.32264009882030187,0.25375646587349315,0.3703086602863087,0.25002019887068777,0.5260049110050757,0.4428650861514,0.2679809196367207
19.6,0.4410559341052205,0.4176208300356868,0.2872947904593206,0.2930777449166848,0.30123875282666357,0.32318461781444524,0.25342943148483116,0.37180464281198705,0.24920843297579523,0.5262283140284072,0.44447075887500886,0.2669113100074191
19.700000000000003,0.44258218391930143,0.4163649975731421,0.28778380363210027,0.2938375599515752,0.3003419688111374,0.32371560066272903,0.25310084512371983,0.37338164059264844,0.24837669767245352,0.5264788468306343,0.4461008973707798,0.26582106362608626
19.8,0.44419410151534944,0.4150887038323134,0.28824518866040205,0.29459515537991554,0.2994400616940602,0.32423236437106484,0.2527708563403372,0.37504172974239947,0.24752474946342282,0.5267571674480443,0.4477551509062335,0.26471000284798024
19.900000000000002,0.44589386942419695,0.4137918199609847,0.2886782165782148,0.29535036845741997,0.29853305995546286,0.32473422594536394,0.25243961468486087,0.37678698637534697,0.24665234485146317,0.5270639339169241,0.44943316874889067,0.26357795002835893
20.0,0.4476836701766763,0.4124742171069402,0.28908215841952717,0.2961030364398024,0.2976209920753765,0.3252205023915378,0.2521072697074689,0.37861948660559747,0.24575924033933494,0.5273998042735607,0.45113460016627166,0.26242472752248047
20.1,0.44956568630361987,0.41113576641796407,,0.2968529965827771,0.29670388653383234,0.32569051071549804,0.25177397095833903,0.3805413065472578,0.24484519242979813,0.5277654365542409,0.4528590944258972,0.26125015768560284
20.200000000000003,0.45154210033586,0.4097763390418404,,0.2976000861420578,0.2957817718108612,0.32614356792315596,0.25143986798764933,0.38255452231443476,0.24390995762561307,0.5281614887952518,0.45460630079528763,0.260054062872984
20.3,0.4536150948042292,0.40839580612635334,,0.2983441423733587,0.29485467638649415,0.326578991020423,0.2511051103455775,0.3846612100212349,0.24295329242953984,0.5285886190328801,0.4563758685419637,0.258836265439882
20.400000000000002,0.45578685223955967,0.40699403881928703,,0.2990850025323939,0.2939226287407623,0.32699609701321075,0.25076984758230153,0.38686344578176496,0.2419749533443387,0.5290474853034132,0.4581674469334458,0.2575965877415548
20.5,0.4580595551726839,0.4055709082684257,,0.2998225038748773,0.2929856573536967,,0.2504342292479993,0.3891633057101315,0.24097469687276973,0.5295387456431374,0.4599806852372546,0.2563348521332605
20.6,0.46043538613443424,0.4041262856215533,,,0.29204379070532827,,0.2500984048928485,0.39156286592044154,0.2399522795175932,0.5300630580883402,0.4618152327209107,0.25505088097025713
20.700000000000003,0.46291652765564306,0.40266004202645395,,,0.29109705727568824,,0.2497625240670273,0.3940642025268016,0.2389074577815692,0.5306210806753081,0.46367073865193453,0.25374449660780257
20.8,0.4655051622671427,0.4011720486309121,,,0.2901454855448075,,0.2494267363207134,0.39666939164331827,0.23783998816745802,0.5312134714403285,0.46554685229784654,0.2524155214011551
20.900000000000002,0.46820347249976574,0.3996621765827115,,,,,0.2490911912040847,0.39938050938409847,0.23674962717801973,0.5318408884196878,0.4674432229261676,0.2510637777055725
21.0,0.4710136408843442,0.39813029702963665,,,,,,0.4021996318632487,0.2356361313160146,0.5325039896496735,0.469359499804418,0.24968908787631286
21.1,0.47393784995171084,0.3965762811194714,,,,,,0.40512883519487586,,0.5332034331665719,0.4712953322001183,0.24829127426863418
21.200000000000003,0.47697828223269795,0.395,,,,,,,,,0.4732503693807893,0.2468701592377945
21.3,0.4801371202581376,,,,,,,,,,0.4752242606139513,
21.400000000000002,,,,,,,,,,,0.47721665516712497,
21.5,,,,,,,,,,,0.4792272023078307,
21.6,,,,,,,,,,,0.4812555513035893,
21.700000000000003,,,,,,,,,,,,
21.8,,,,,,,,,,,,
21.900000000000002,,,,,,,,,,,,
22.0,,,,,,,,,,,,
22.1,,,,,,,,,,,,
22.200000000000003,,,,,,,,,,,,
22.3,,,,,,,,,,,,
22.400000000000002,,,,,,,,,,,,
22.5,,,,,,,,,,,,
22.6,,,,,,,,,,,,
22.700000000000003,,,,,,,,,,,,
22.8,,,,,,,,,,,,
22.900000000000002,,,,,,,,,,,,
23.0,,,,,,,,,,,,
23.1,,,,,,,,,,,,
23.200000000000003,,,,,,,,,,,,
23.3,,,,,,,,,,,,
23.400000000000002,,,,,,,,,,,,
23.5,,,,,,,,,,,,
23.6,,,,,,,,,,,,
23.700000000000003,,,,,,,,,,,,
23.8,,,,,,,,,,,,
23.900000000000002,,,,,,,,,,,,
24.0,,,,,,,,,,,,
